연번,의료시설구분,기관명,기관 소재지,위도,경도,전화번호,데이터기준일
978,한의원,연세한의원,"충청북도 청주시 서원구 1순환로1063번길 97 (분평동, 벤처타워)",36.610767,127.4857592,043-296-2011,2022-10-31
979,한의원,원당한의원,충청북도 청주시 서원구 사운로85번길 3 (사직동),36.6365464,127.4790049,043-265-5040,2022-10-31
980,한의원,덕성한의원,"충청북도 청주시 서원구 청남로 2089 (수곡동, 덕성한의원)",36.6187147,127.4866967,043-284-8589,2022-10-31
981,한의원,제중한의원,충청북도 청주시 서원구 예체로 79 (사창동),36.633282,127.468555,043-255-4636,2022-10-31
982,한약방,성심당한약방,충청북도 청주시 서원구 1순환로1063번길 44 (분평동),36.6084764,127.4853999,043-285-0202,2022-10-31
983,한약방,영화당한약방,"충청북도 청주시 서원구 모충로 139-1, 1층 (모충동)",36.6289745,127.4784006,,2022-10-31
984,한약방,순천당한약방,충청북도 청주시 서원구 수영로12번길 16 (수곡동),36.6143249,127.4874281,043-268-9343,2022-10-31
985,한약방,영생한약방,충청북도 청주시 서원구 사직대로 247 (사직동),36.635658,127.4749327,043-265-0339,2022-10-31
986,한약방,광제당한약방,충청북도 청주시 서원구 수곡로 79 (수곡동),36.6187794,127.4714898,043-292-4635,2022-10-31
987,종합병원,청주성모병원,충청북도 청주시 청원구 주성로 173-19 (주중동),36.6740208,127.4861933,043-219-8000,2022-10-31
988,요양병원(일반요양병원),예미담요양병원,충청북도 청주시 청원구 충청대로 100 (율량동),36.6634521,127.5118397,043-215-7075,2022-10-31
989,병원,다나여성병원,"충청북도 청주시 청원구 충청대로 179 (주중동, 청주다나여성병원)",36.6720058,127.4957544,043-218-3575,2022-10-31
990,병원,뿌리병원,충청북도 청주시 청원구 내덕로 56 (내덕동),36.6546154,127.4942513,043-221-0119,2022-10-31
991,병원,서로손병원,"충청북도 청주시 청원구 충청대로 98-0 (율량동,한길빌딩)",36.6649045,127.493534,043-211-0663,2022-10-31
992,병원,아이웰어린이병원,"충청북도 청주시 청원구 주성로 273, 2~7층 (주성동)",36.6700568,127.4813528,043-288-3535,2022-10-31
993,병원,오창중앙병원,충청북도 청주시 청원구 오창읍 중부로 683,36.706742,127.4297032,043-218-0119,2022-10-31
994,병원,의료법인 라온의료재단 오창호수병원,충청북도 청주시 청원구 오창읍 중심상업1로 54-0,36.7147231,127.4276786,043-214-1004,2022-10-31
995,병원,첼로병원,충청북도 청주시 청원구 향군로 132 (내덕동),36.6562782,127.4806571,043-211-9090,2022-10-31
996,의원,(사)대한신장복지회 대신의원,"충청북도 청주시 청원구 충청대로 93, 지하1층, 지상 1, 2층 (율량동)",36.6648253,127.4928108,043-224-0825,2022-10-31
997,의원,강남비뇨기과의원,"충청북도 청주시 청원구 공항로 126, 4층 (율량동)",36.6684926,127.4855275,043-241-3131,2022-10-31
998,의원,강산비뇨기과의원,"충청북도 청주시 청원구 상당로 295-3, 5층 (내덕동, MD하우스)",36.6547157,127.4881872,043-250-3865,2022-10-31
999,의원,고은미래의원,"충청북도 청주시 청원구 충청대로 175, 4층 (주중동, 해리슨메디칼타워)",36.673565,127.496086,043-715-7512,2022-10-31
1000,의원,공감정신건강의학과의원,"충청북도 청주시 청원구 율봉로 141, 6층 (율량동)",36.6683825,127.4846534,043-288-8886,2022-10-31
1001,의원,굿모닝비뇨기과의원,"충청북도 청주시 청원구 오창읍 중심상업로 7, 305층 (오창프라자1)",36.7113817,127.4286693,043-216-8009,2022-10-31
1002,의원,권주형정형외과의원,충청북도 청주시 청원구 상당로 307 (내덕동),36.6558179,127.4882023,043-255-5080,2022-10-31
1003,의원,김가정의학과의원,"충청북도 청주시 청원구 율봉로 50, 2층 (사천동)",36.6641277,127.4759218,043-215-7510,2022-10-31
1004,의원,김메디컬의원,"충청북도 청주시 청원구 율봉로 97, 베리돈타워 5층 502호 (율량동)",36.6668722,127.4801217,043-216-9959,2022-10-31
1005,의원,김민옥내과의원,"충청북도 청주시 청원구 공항로150번길 5, 2층 (율량동)",36.670426,127.4843422,043-217-7114,2022-10-31
1006,의원,내덕중앙의원,"충청북도 청주시 청원구 안덕벌로 40, 2층 (내덕동)",36.6575436,127.4930118,043-211-5942,2022-10-31
1007,의원,내수연합의원,충청북도 청주시 청원구 내수읍 내수로 733-1,36.7268764,127.5363652,043-215-5540,2022-10-31
1008,의원,늘푸른연합의원,"충청북도 청주시 청원구 오창읍 오창중앙로 123-2, 2,3,4층",36.648201,127.4877852,043-241-9995,2022-10-31
1009,의원,다솜소아청소년과의원,충청북도 청주시 청원구 새터로 172 (사천동),36.6625061,127.4733958,043-211-7089,2022-10-31
1010,의원,다올내과의원,"충청북도 청주시 청원구 사뜸로 54, 201호 (율량동)",36.6664603,127.4813903,043-215-6655,2022-10-31
1011,의원,더(the)건강한의원,"충청북도 청주시 청원구 율중로79번길 34, 2층 (율량동)",36.6626418,127.5162309,043-241-7766,2022-10-31
1012,의원,더본소아청소년과의원,"충청북도 청주시 청원구 사뜸로 54, 202호 (율량동)",36.6664603,127.4813903,043-715-6100,2022-10-31
1013,의원,더탄탄정형외과의원,"충청북도 청주시 청원구 충청대로 168, 4층 (주성동, 골든타임빌딩)",36.6801502,127.5056577,043-213-8818,2022-10-31
1014,의원,두리이비인후과의원,"충청북도 청주시 청원구 오창읍 중심상업로 31-4, 2층 (엔젤오메가빌딩)",36.7138691,127.4290573,043-253-2275,2022-10-31
1015,의원,드림이비인후과의원,"충청북도 청주시 청원구 주성로 269, 미래빌딩 3층 301호 (주성동)",36.6700568,127.4813528,043-214-3993,2022-10-31
1016,의원,명안과의원,"충청북도 청주시 청원구 율봉로 141, 7층 (율량동)",36.6683825,127.4846534,043-241-1212,2022-10-31
1017,의원,미리내의원,"충청북도 청주시 청원구 충청대로 168, 5층 502호 (주성동, 골든타임빌딩)",36.6712356,127.4959368,043-217-5242,2022-10-31
1018,의원,미즈산부인과의원,충청북도 청주시 청원구 오창읍 중심상업로 17 (오창프라자2),36.712411,127.4292594,043-241-3030,2022-10-31
1019,의원,바른속내과의원,"충청북도 청주시 청원구 주성로 263, 3층 301,302호 (주중동)",36.6700568,127.4813528,043-218-9280,2022-10-31
1020,의원,베데스다의원,충청북도 청주시 청원구 율봉로 97 (율량동),36.6668722,127.4801217,043-212-9657,2022-10-31
1021,의원,보성의원,"충청북도 청주시 청원구 1순환로 326, 1층 (내덕동)",36.6612313,127.4991812,043-225-7582,2022-10-31
1022,의원,삼성365정형외과의원,"충청북도 청주시 청원구 충청대로 179, 청주다나여성병원 2,5층 (주중동)",36.6720058,127.4957544,043-908-3658,2022-10-31
1023,의원,삼성서울연합의원,"충청북도 청주시 청원구 오창읍 2산단로 142, 202호",36.6425331,127.44793,043-213-1115,2022-10-31
1024,의원,삼성연합의원,충청북도 청주시 청원구 중앙로 217 (내덕동),36.6564865,127.4879608,043-252-9311,2022-10-31
1025,의원,삼성제일의원,"충청북도 청주시 청원구 오창읍 중부로 760, 201동 207호 (오창 롯데캐슬 더 하이스트)",36.7419807,127.4697836,043-218-8875,2022-10-31
1026,의원,새서울내과의원,충청북도 청주시 청원구 내수읍 내수로 725,36.7263453,127.5356116,043-213-3393,2022-10-31
1027,의원,서울아산신경과의원,"충청북도 청주시 청원구 공항로 126, 우양메디타워 501호 (율량동)",36.6684926,127.4855275,043-257-7575,2022-10-31
1028,의원,서울아산정형외과의원,"충청북도 청주시 청원구 충청대로 175, 3층 (주중동)",36.673565,127.496086,043-214-7001,2022-10-31
1029,의원,서울이비인후과의원,"충청북도 청주시 청원구 공항로 126, 3층 (율량동)",36.6684926,127.4855275,043-214-8275,2022-10-31
1030,의원,성누가의원,"충청북도 청주시 청원구 공항로150번길 51-7, 203호 (율량동, 진화아파트상가)",36.6713326,127.4868433,043-212-5117,2022-10-31
1031,의원,성모갑유정외과의원,"충청북도 청주시 청원구 오창읍 오창공원로 133, 2층 219호, 222호",36.7121277,127.4206826,043-212-7581,2022-10-31
1032,의원,성모마취통증의학과의원,"충청북도 청주시 청원구 율봉로 150, 3층 (율량동)",36.6680613,127.4858089,043-213-8575,2022-10-31
1033,의원,성심외과의원,"충청북도 청주시 청원구 오창읍 팔결로 713-3, 2층",36.7414077,127.4554273,043-217-1461,2022-10-31
1034,의원,속튼튼내과의원,"충청북도 청주시 청원구 충청대로 179, 5층 402호 (주중동)",36.673565,127.496086,043-218-3363,2022-10-31
1035,의원,속편한내과의원,"충청북도 청주시 청원구 공항로 126, 2층 (율량동)",36.6684926,127.4855275,043-213-4411,2022-10-31
1036,의원,신정우이비인후과의원,충청북도 청주시 청원구 오창읍 오창중앙로 119,36.7076558,127.4233105,043-212-9090,2022-10-31
1037,의원,아름가정의학과의원,"충청북도 청주시 청원구 향군로 129, 201호 (내덕동, 두봉빌딩)",36.6558417,127.4803648,043-902-0088,2022-10-31
1038,의원,아름다운 여성의원,"충청북도 청주시 청원구 공항로 126, 304층 (율량동, 우양메디타워빌딩)",36.6684926,127.4855275,043-215-3555,2022-10-31
1039,의원,아름다운성서찬호산부인과의원,"충청북도 청주시 청원구 상당로 307, 801호 (내덕동)",36.6595286,127.4946352,043-258-3582,2022-10-31
1040,의원,아이맘심소아청소년과의원,"충청북도 청주시 청원구 오창읍 오창중앙로 47-16, 201호 (우림필유 2차아파트 상가)",36.7062468,127.42494,043-241-8275,2022-10-31
1041,의원,양내과의원,"충청북도 청주시 청원구 상당로 295-3, 3층 (내덕동)",36.6547157,127.4881872,043-259-2237,2022-10-31
1042,의원,에스서울안과의원,"충청북도 청주시 청원구 충청대로 176, 2층 (주성동)",36.6809907,127.5047192,043-213-5700,2022-10-31
1043,의원,엔젤연합내과의원,"충청북도 청주시 청원구 오창읍 중심상업로 31-4, 4층 (엔젤오메가)",36.7138691,127.4290573,043-214-7582,2022-10-31
1044,의원,연세정형외과의원,"충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 205호",36.7147369,127.4284867,043-212-5400,2022-10-31
1045,의원,열린정신건강의학과의원,"충청북도 청주시 청원구 상당로 307, 301호 (내덕동, 농협중앙회)",36.6551972,127.4859426,043-221-5527,2022-10-31
1046,의원,오창드림이비인후과의원,"충청북도 청주시 청원구 오창읍 2산단로 142, 301호",36.6425331,127.44793,043-217-3100,2022-10-31
1047,의원,오창본메디신경외과의원,"충청북도 청주시 청원구 오창읍 중심상업로 7, 206호",36.7113817,127.4286693,043-241-4114,2022-10-31
1048,의원,오창사랑의원,충청북도 청주시 청원구 오창읍 두릉유리로 1136,36.7414342,127.4551147,043-217-0165,2022-10-31
1049,의원,오창제일정형외과의원,"충청북도 청주시 청원구 오창읍 중심상업로 17, 301,302,310~312호 (오창프라자)",36.712411,127.4292594,043-241-5000,2022-10-31
1050,의원,올바른의원,"충청북도 청주시 청원구 1순환로 152, 3층 102,103호 (율량동)",36.6632971,127.5125584,043-715-8275,2022-10-31
1051,의원,유진선정형외과의원,"충청북도 청주시 청원구 사뜸로 54, 203호 (율량동)",36.6664603,127.4813903,043-258-8888,2022-10-31
1052,의원,윤가정의학과의원,충청북도 청주시 청원구 충청대로 53 (내덕동),36.6618645,127.4912306,043-215-5574,2022-10-31
1053,의원,윤가정의학과의원,"충청북도 청주시 청원구 내수읍 은곡묵방길 28, 2층 (덕일한마음아파트)",36.709099,127.5252736,043-213-6880,2022-10-31
1054,의원,율량미즈닥터여성의원,"충청북도 청주시 청원구 주성로 273, 아이웰빌딩 5층 501호 (주성동)",36.6700568,127.4813528,043-210-5211,2022-10-31
1055,의원,율량유항외과의원,"충청북도 청주시 청원구 율봉로 141, 4층 (율량동)",36.6683825,127.4846534,043-215-6756,2022-10-31
1056,의원,율량팔팔재활의학과의원,"충청북도 청주시 청원구 율봉로 97, 베리돈타워 2층 (율량동)",36.6668722,127.4801217,043-715-8575,2022-10-31
1057,의원,이경은소아청소년과의원,"충청북도 청주시 청원구 사뜸로 37, 3층 (율량동)",36.6655623,127.481879,043-218-5959,2022-10-31
1058,의원,이내과의원,"충청북도 청주시 청원구 율량로 96, 302호 (주성동, 율량센터프라자)",36.6726794,127.4966829,043-292-7553,2022-10-31
1059,의원,이성웅외과의원,충청북도 청주시 청원구 충청대로 121 (율량동),36.6673474,127.4933435,043-212-5406,2022-10-31
1060,의원,이정헌피부과의원,"충청북도 청주시 청원구 오창읍 중심상업로 31-4, 4층 406호, 407호",36.7138691,127.4290573,043-213-9982,2022-10-31
1061,의원,잘자는정신건강의학과의원,"충청북도 청주시 청원구 향군로 43, 1층 (우암동)",36.6494798,127.4859124,043-253-8275,2022-10-31
1062,의원,장관환정형외과의원,충청북도 청주시 청원구 상당로 283 (내덕동),36.6537622,127.4883904,043-253-5058,2022-10-31
1063,의원,장이비인후과의원,"충청북도 청주시 청원구 공항로 162-2, 2층 (율량동)",36.6710357,127.4838247,043-216-2277,2022-10-31
1064,의원,전규락내과의원,충청북도 청주시 청원구 오창읍 과학산업2로 385,36.715166,127.4259734,043-715-3332,2022-10-31
1065,의원,정진영내과의원,충청북도 청주시 청원구 사뜸로 59 (율량동),36.6671122,127.4803897,043-212-3175,2022-10-31
1066,의원,정희석내과의원,"충청북도 청주시 청원구 오창읍 2산단로 132, 2층 201~203호",36.6425331,127.44793,043-212-0076,2022-10-31
1067,의원,제일가정의학과의원,"충청북도 청주시 청원구 내수읍 내수로 643, 2층",36.7207736,127.5306457,043-215-7500,2022-10-31
1068,의원,제일신경과의원,"충청북도 청주시 청원구 1순환로330번길 34, 2층 (내덕동)",36.660421,127.4769357,043-224-9933,2022-10-31
1069,의원,조대현미즈산부인과의원,"충청북도 청주시 청원구 율봉로 141, 3층 (율량동)",36.6683825,127.4846534,043-212-1217,2022-10-31
1070,의원,조앤황이비인후과의원,"충청북도 청주시 청원구 율봉로 141, 2층 (율량동)",36.6683825,127.4846534,043-215-9275,2022-10-31
1071,의원,조은메디컬의원,"충청북도 청주시 청원구 율봉로 142, 아름빌딩 2층 (율량동)",36.6679791,127.4847288,043-213-7585,2022-10-31
1072,의원,주성의원,충청북도 청주시 청원구 상당로 307 (내덕동),36.6558179,127.4882023,043-255-2010,2022-10-31
1073,의원,중앙가정의학과의원,충청북도 청주시 청원구 내수읍 마산5길 15-16,36.7254664,127.5357781,043-213-8795,2022-10-31
1074,의원,참조은정형외과의원,"충청북도 청주시 청원구 공항로 126, 우양메디타워 4층(401호,403호),5층(503호) (율량동)",36.6684926,127.4855275,043-213-0080,2022-10-31
1075,의원,참편안의원,"충청북도 청주시 청원구 향군로 118, 센트럴타워 3층 (우암동)",36.6551552,127.4816579,043-254-7575,2022-10-31
1076,의원,참편한내과통증재활의학의원,"충청북도 청주시 청원구 오창읍 중심상업로 7, 306,307,308호",36.7113817,127.4286693,043-217-7277,2022-10-31
1077,의원,천리안안과의원,"충청북도 청주시 청원구 상당로 295-3, 4층 (내덕동, MD하우스)",36.6547157,127.4881872,043-253-3302,2022-10-31
1078,의원,청담비뇨기과의원,"충청북도 청주시 청원구 충청대로 174, 203호 (주성동)",36.6774829,127.5039786,043-213-3900,2022-10-31
1079,의원,청담이엘의원,충청북도 청주시 청원구 율봉로 97 (율량동),36.6668722,127.4801217,043-214-3651,2022-10-31
1080,의원,청주성모이비인후과의원,"충청북도 청주시 청원구 충청대로 176, 401호 (주성동)",36.6761846,127.4988897,043-215-1212,2022-10-31
1081,의원,청주엔도내과의원,"충청북도 청주시 청원구 충청대로 175, 2층 (주중동)",36.673565,127.496086,043-213-7576,2022-10-31
1082,의원,청주피부과의원,"충청북도 청주시 청원구 상당로 307, 6층 (내덕동, 주성메디칼빌딩)",36.6558179,127.4882023,043-254-7582,2022-10-31
1083,의원,청주항도외과의원,"충청북도 청주시 청원구 충청대로 174, 4층 (주성동)",36.6801502,127.5056577,043-217-6500,2022-10-31
1084,의원,키즈웰소아청소년과의원,"충청북도 청주시 청원구 오창읍 오창대로 315, 208호 (올리브상가)",36.7113413,127.4276721,043-217-1722,2022-10-31
1085,의원,탑비뇨기과의원,"충청북도 청주시 청원구 율봉로 141, 3층 (율량동, 초원빌딩)",36.6683825,127.4846534,043-214-3375,2022-10-31
1086,의원,플러스마취통증의학과의원,"충청북도 청주시 청원구 주성로 279, 2층 (주성동)",36.6700568,127.4813528,043-211-7582,2022-10-31
1087,의원,하나소아청소년과의원,"충청북도 청주시 청원구 오창읍 2산단로 140, 201호",36.6425331,127.44793,043-217-5275,2022-10-31
1088,의원,하나이비인후과의원,충청북도 청주시 청원구 상당로 291 (내덕동),36.6567417,127.4875855,043-254-5075,2022-10-31
1089,의원,하얀드림피부과의원,"충청북도 청주시 청원구 주성로 269, 미래빌딩 3층 302,303호 (주성동)",36.6700568,127.4813528,043-218-3500,2022-10-31
1090,의원,한국한센복지협회충북.세종지부부설충북의원,"충청북도 청주시 청원구 직지대로 850 (우암동, 충북의원)",36.6490072,127.4852008,043-256-3872,2022-10-31
1091,의원,한마음정형외과의원,"충청북도 청주시 청원구 율봉로 141, 2,5층 (율량동)",36.6683825,127.4846534,043-215-7582,2022-10-31
1092,의원,한사랑메디칼의원,충청북도 청주시 청원구 오창읍 과학산업3로 202-7,36.707035,127.4293596,043-215-2152,2022-10-31
1093,의원,한일정형외과의원,"충청북도 청주시 청원구 오창읍 2산단로 138, 201호",36.6425331,127.44793,043-217-5775,2022-10-31
1094,의원,행복드림내과의원,"충청북도 청주시 청원구 충청대로 168, 301호 (주성동)",36.6831634,127.4997306,043-214-9937,2022-10-31
1095,의원,현대연합의원,"충청북도 청주시 청원구 직지대로 874-2, 상당빌딩 2층 (우암동)",36.6503891,127.4869532,043-223-7577,2022-10-31
1096,의원,현대의원,"충청북도 청주시 청원구 오창읍 팔결로 706, 2층",36.7411846,127.4562888,043-217-9889,2022-10-31
1097,의원,황내과의원,"충청북도 청주시 청원구 율봉로 179, 1층 (율량동)",36.66892,127.488723,043-212-3375,2022-10-31
1098,의원,휴먼정신건강의학과의원,"충청북도 청주시 청원구 오창읍 중심상업로 7, 오창프라자Ⅰ 302호",36.7113817,127.4286693,043-211-3005,2022-10-31
1099,조산원,엄조산원,"충청북도 청주시 청원구 공항로13번길 2, 2층 (내덕동)",36.6585463,127.4876787,043-253-2700,2022-10-31
1100,안전상비의약품,(주)범화오창(하남)휴게소,"충청북도 청주시 청원구 오창읍 중부고속도로 20, 오창휴게소 하남종점",36.7583465,127.4818242,033-763-7391,2022-10-31
1101,안전상비의약품,(주)코리아세븐 오창산업원룸점,충청북도 청주시 청원구 오창읍 2산단로 187,36.6425331,127.44793,,2022-10-31
1102,안전상비의약품,(주)코리아세븐 청주대창점,충청북도 청주시 청원구 율봉로 57 (사천동),36.6651968,127.4761853,043-211-0980,2022-10-31
1103,안전상비의약품,(주)코리아세븐청주대캠퍼스점,"충청북도 청주시 청원구 상당로 249, 1층 103호 (우암동, 캠퍼스타워)",35.1275954,129.0830823,,2022-10-31
1104,안전상비의약품,(주)코리아세븐청주오창대성점,"충청북도 청주시 청원구 오창읍 2산단로 160, 111동 103호 (오창대성베르힐아파트)",36.7346496,127.4533612,,2022-10-31
1105,안전상비의약품,(주)코리아세븐청주율량미래점,"충청북도 청주시 청원구 율량로 12, 103호 (주중동)",36.673565,127.496086,,2022-10-31
1106,안전상비의약품,(주)코리아세븐청주율량주공점,"충청북도 청주시 청원구 율량로 17, 101호 (주중동, 청주율량2 LH 1단지 아파트)",36.6608095,127.5201988,,2022-10-31
1107,안전상비의약품,CU청주성모병원장례식장,"충청북도 청주시 청원구 주성로 173-19, 청주성모병원 (주중동)",36.673692,127.485652,043-213-6103,2022-10-31
1108,안전상비의약품,GS25 오창스타점,"충청북도 청주시 청원구 오창읍 중심상업2로 9-23, 나동 101호",36.7138116,127.4300416,,2022-10-31
1109,안전상비의약품,GS25 오창주성점,충청북도 청주시 청원구 오창읍 2산단로 138,36.6425331,127.44793,043-216-5436,2022-10-31
1110,안전상비의약품,GS25 청주골드점,"충청북도 청주시 청원구 공항로 159-1 (사천동, 서문빌딩)",36.6706679,127.4831973,043-216-4116,2022-10-31
1111,안전상비의약품,GS25 청주대타운점,"충청북도 청주시 청원구 수암로 78, 1층 (우암동)",36.649272,127.4939854,,2022-10-31
1112,안전상비의약품,GS25 청주대학사,충청북도 청주시 청원구 안덕벌로102번길 28 (내덕동),36.6575633,127.4978907,043-211-6084,2022-10-31
1113,안전상비의약품,GS25내덕그린점,충청북도 청주시 청원구 안덕벌로52번길 28-2 (내덕동),36.6572371,127.4955439,043-215-7771,2022-10-31
1114,안전상비의약품,GS25내덕사랑점,충청북도 청주시 청원구 내덕로27번길 22 (내덕동),36.6577253,127.4830892,043-252-1319,2022-10-31
1115,안전상비의약품,GS25상당구청점,"충청북도 청주시 청원구 직지대로 879, 해든마루빌딩 (우암동)",36.65119,127.4873102,,2022-10-31
1116,안전상비의약품,GS25상당내덕점,충청북도 청주시 청원구 중앙로 176-2 (내덕동),36.652709,127.4878202,,2022-10-31
1117,안전상비의약품,GS25양청원마트점,충청북도 청주시 청원구 오창읍 양청길 6,36.7173088,127.4234292,043-218-5549,2022-10-31
1118,안전상비의약품,GS25양청중앙점,충청북도 청주시 청원구 오창읍 양청길 41-4,36.7180835,127.4263305,,2022-10-31
1119,안전상비의약품,GS25오창공단점,충청북도 청주시 청원구 오창읍 과학산업4로 10,36.6970028,127.4203858,043-217-9428,2022-10-31
1120,안전상비의약품,GS25오창양청점,충청북도 청주시 청원구 오창읍 양청택지2길 25,36.7174888,127.4215081,043-214-6342,2022-10-31
1121,안전상비의약품,GS25오창엔젤점,"충청북도 청주시 청원구 오창읍 중심상업로 31-4, 105호 (엔젤오메가)",36.7138691,127.4290573,043-211-8889,2022-10-31
1122,안전상비의약품,GS25오창파크,충청북도 청주시 청원구 오창읍 중심상업로 32-19,36.7139659,127.4315784,,2022-10-31
1123,안전상비의약품,GS25율량사랑점,충청북도 청주시 청원구 충청대로107번길 19 (율량동),36.6661304,127.4921948,043-216-1670,2022-10-31
1124,안전상비의약품,GS25율량행복점,충청북도 청주시 청원구 충청대로107번길 47(율량동),36.666492,127.4905632,,2022-10-31
1125,안전상비의약품,GS25청원내수로점,"충청북도 청주시 청원구 내수읍 내수로 719, 농축가할인매장",36.726128,127.5353465,,2022-10-31
1126,안전상비의약품,GS25청원무지개점,"충청북도 청주시 청원구 내수읍 은곡4길 7, 은곡무지개아파트 상가동 104호",36.7187491,127.528943,,2022-10-31
1127,안전상비의약품,GS25청주대정문점,충청북도 청주시 청원구 대성로 301 (우암동),36.6513669,127.489669,043-221-2790,2022-10-31
1128,안전상비의약품,GS25청주대중문점,충청북도 청주시 청원구 수암로 98-3 (우암동),36.6511016,127.4938045,,2022-10-31
1129,안전상비의약품,GS25청주대타운점,충청북도 청주시 청원구 수암로 78 (우암동),36.649272,127.4939854,,2022-10-31
1130,안전상비의약품,GS25청주맘모스점,충청북도 청주시 청원구 중앙로 115 (우암동),36.6473666,127.4878131,043-221-4887,2022-10-31
1131,안전상비의약품,GS25청주삼정점,충청북도 청주시 청원구 공항로150번길 98(율량동),36.6701835,127.4893523,,2022-10-31
1132,안전상비의약품,GS25청주우암점,충청북도 청주시 청원구 향군로42번길 30 (우암동),36.649901,127.4876454,,2022-10-31
1133,안전상비의약품,GS25청주율량점,충청북도 청주시 청원구 공항로150번길 136 (율량동),36.6697766,127.4913363,043-217-1127,2022-10-31
1134,안전상비의약품,GS25충북과학대,충청북도 청주시 청원구 내수읍 덕암길 11-2,36.6994677,127.5476922,,2022-10-31
1135,안전상비의약품,대보디앤에스(주)오창(통영)휴게소,충청북도 청주시 청원구 오창읍 중부고속도로 21 (오창휴게소통영기점),36.7583465,127.4818242,043-217-1477,2022-10-31
1136,안전상비의약품,로그인 청주 율량점,충청북도 청주시 청원구 율봉로151번길 47(율량동),36.6702325,127.4846075,,2022-10-31
1137,안전상비의약품,미니스톱 오창사랑점,충청북도 청주시 청원구 오창읍 2산단로 125(충북오창사랑으로부영6단지),36.7422993,127.4545528,,2022-10-31
1138,안전상비의약품,미니스톱 율량주성점,"충청북도 청주시 청원구 율량로189번길 15, 101호 (율량동)",36.6635618,127.5115493,,2022-10-31
1139,안전상비의약품,미니스톱 청주예대점,충청북도 청주시 청원구 안덕벌로 67(내덕동),36.6586259,127.4957731,,2022-10-31
1140,안전상비의약품,미니스톱 청주율량대창점,충청북도 청주시 청원구 율봉로116번길 7(율량동),36.6674244,127.4823486,,2022-10-31
1141,안전상비의약품,미니스톱오창비봉점,충청북도 청주시 청원구 오창읍 구룡2길 17,36.711702,127.4126216,,2022-10-31
1142,안전상비의약품,미니스톱오창샛별점,"충청북도 청주시 청원구 오창읍 양청택지로 76, 풀하우스",36.7192834,127.4230753,,2022-10-31
1143,안전상비의약품,미니스톱오창한별점,충청북도 청주시 청원구 오창읍 양청1길 27,36.7205119,127.4269477,,2022-10-31
1144,안전상비의약품,미니스톱율량삼성점,"충청북도 청주시 청원구 주성로96번길 30, 1층 102호 (율량동)",36.6675159,127.4785143,,2022-10-31
1145,안전상비의약품,미니스톱주성센터점,"충청북도 청주시 청원구 주성로279번길 27-1, 1층 (주성동)",36.6700568,127.4813528,,2022-10-31
1146,안전상비의약품,미니스톱청주내수점,"충청북도 청주시 청원구 내수읍 내수로 585, 1층 101호",36.7075685,127.517555,,2022-10-31
1147,안전상비의약품,미니스톱청주센터점,"충청북도 청주시 청원구 율량로190번길 45, 1층 103호 (율량동)",36.6637801,127.5113835,,2022-10-31
1148,안전상비의약품,미니스톱청주우암수점,"충청북도 청주시 청원구 내덕로8번길 3, 102,103호 (우암동)",36.6555202,127.4820838,,2022-10-31
1149,안전상비의약품,봉마트,"충청북도 청주시 청원구 오창읍 구룡6길 72-7, 태강빌",36.7114645,127.416194,,2022-10-31
1150,안전상비의약품,세븐일레븐 오창구룡타운점,"충청북도 청주시 청원구 오창읍 구룡택지로 5, 1층",36.7085773,127.4142246,,2022-10-31
1151,안전상비의약품,세븐일레븐 오창낭만점,"충청북도 청주시 청원구 오창읍 주성3길 1, 1층",36.7422993,127.4545528,,2022-10-31
1152,안전상비의약품,세븐일레븐 오창센터점,충청북도 청주시 청원구 오창읍 주성1길 16,36.7422993,127.4545528,,2022-10-31
1153,안전상비의약품,세븐일레븐 오창양청본점,"충청북도 청주시 청원구 오창읍 양청택지1길 1, 101호",36.7164521,127.4201401,,2022-10-31
1154,안전상비의약품,세븐일레븐 오창양청원룸점,충청북도 청주시 청원구 오창읍 양청택지2길 44,36.7190159,127.4208675,,2022-10-31
1155,안전상비의약품,세븐일레븐 오창코아루점,충청북도 청주시 청원구 오창읍 오창중앙로 29 (코아루아파트상가2동),36.7073296,127.42634,043-214-7037,2022-10-31
1156,안전상비의약품,세븐일레븐 청원오창양청고점,"충청북도 청주시 청원구 내수읍 내수로 707-1, 1층",36.7075685,127.517555,,2022-10-31
1157,안전상비의약품,세븐일레븐 청주공항대로점,"충청북도 청주시 청원구 공항로 228 (주중동, 노루표페인트)",36.6770704,127.4841054,043-217-7792,2022-10-31
1158,안전상비의약품,세븐일레븐 청주우암세원점,충청북도 청주시 청원구 사북로143번길 28 (우암동),36.6461444,127.4865856,,2022-10-31
1159,안전상비의약품,세븐일레븐 청주율량진성점,"충청북도 청주시 청원구 1순환로 124, 104호 (율량동)",36.6638957,127.5114421,,2022-10-31
1160,안전상비의약품,세븐일레븐 청주율량한울점,충청북도 청주시 청원구 주성로96번길 8 (율량동),36.6683704,127.4779503,043-216-6020,2022-10-31
1161,안전상비의약품,세븐일레븐구룡타운점,"충청북도 청주시 청원구 오창읍 구룡택지로 5, 1층",36.7085773,127.4142246,,2022-10-31
1162,안전상비의약품,세븐일레븐뉴오창원룸점,"충청북도 청주시 청원구 오창읍 양청택지1길 46-27, 진영주택 1층",36.7180552,127.4225438,,2022-10-31
